spatial_id,Mental Health Score,Mental Health Binary,Unemployment Rate,High Education Rate,Average Income,Median Age,Recent Immigrant Rate,Rented Rate,Visible Minority Rate,Visible Minority Binary,Work Stress Score,Work Stress binary,Rate of Regular alcohol,Active transportation,Rate of Active population,Rate of Daily Smokers,Total Population,Food Insecurity score,Food Insecurity binary,Diabetes Type 2 rate,Diabetes,Overweight,Obese,Residential Instability,Material Deprivation,Ethnic Concentration,Residential Instability quintiles,Material Deprivation quintiles,Ethnic Concentration quintiles
5350228,3.764639471,0,8.9,69.7949,278676.1567,50.1,4.0058,29.0536,16.1095,0,2.955225788,1,54.0522,49.3656,52.6391,7.026,3470,1.045932988,0,9.5742,0,31.4491,17.5627,0.434534164,-1.072366849,-0.427066084,4,1,2
5350229,3.762847354,0,8.7,77.4324,539549.8045,46.8,6.4718,8.5062,6.2977,0,3.133406213,1,47.4547,55.4585,56.1625,4.1116,1572,1.048012045,0,8.7618,0,27.7647,16.8735,-0.73871283,-1.099991595,-0.411104606,1,1,2
5350230.01,3.684152563,1,8.1,61.4939,280038.6906,52,8.5271,36.1265,16.1854,0,2.77319541,0,52.4963,48.6843,49.3124,5.6579,2978,1.028839075,0,13.0968,1,36.9266,19.1315,0.783198556,-0.748866145,-0.318013895,4,1,2
5350230.02,3.211871904,1,7.1,39.9442,177950.5271,45.1,9.4191,50.1207,30.249,1,2.784517902,0,38.7772,44.069,40.5937,15.0036,7349,1.232661544,1,15.8136,1,34.2826,22.7328,0.65858301,0.260869657,0.627965597,4,4,4
5350231,3.643143961,1,6.5,57.6015,316441.9431,45.3,4.3639,37.833,18.5539,0,3.009825035,1,50.1452,52.2434,54.1579,5.9689,7012,1.054942667,0,13.6608,1,35.0122,19.0942,-0.010925183,-0.806405124,-0.151190439,3,1,2
5350232,3.70156074,1,7.7,64.9954,405343.8785,48.6,6.6008,7.3382,18.1634,0,2.879385555,1,55.1666,47.8617,54.2141,4.1698,4454,1.027391541,0,14.8807,1,35.3272,17.4581,-0.784066799,-1.093558475,-0.237256,1,1,2
5350233,3.722742855,0,6.3,56.2326,188224.0144,43.8,5.8389,23.8316,23.5854,0,2.903805631,1,53.4453,48.8137,51.928,7.3659,6097,1.069918494,0,11.7815,1,35.2582,18.1539,-0.426452924,-0.496606537,0.196903555,2,2,3
5350234,3.560332391,1,10.1,47.8967,153647.8223,42.3,2.8407,19.4021,36.4374,1,2.807767202,1,49.0116,44.0103,48.984,8.4328,4682,1.079245613,0,13.777,1,33.7346,15.8658,-0.545755953,-0.188572075,0.107863984,2,3,3
5350235.01,3.594920252,1,7.7,40.0124,138407.9971,45,2.2766,8.4066,24.227,0,2.881969885,1,49.7012,42.8836,46.9327,7.5569,2943,1.037397064,0,10.9592,1,33.9215,19.1884,-0.639594279,-0.481421025,0.062638481,2,2,3
5350235.02,3.375701602,1,8.4,36.7742,114123.5812,46.7,2.789,16.7071,29.2482,1,2.678443116,0,40.7314,41.1641,41.1314,8.2701,5467,1.145377388,1,13.5235,1,31.6109,22.2528,0.134855837,0.094564708,0.253878263,3,4,3
5350236.01,3.324062432,1,8.7,36.2338,104485.7675,44.7,4.4845,29.2135,39.759,1,2.882693367,1,44.0872,43.4301,43.5312,13.0141,6889,1.192356315,1,11.781,1,30.3169,21.2884,0.50724594,0.332083586,0.635877856,4,4,4
5350236.02,3.527191749,1,8.2,46.8373,132023.169,47.8,6.2628,15.3942,30.7872,1,2.870251746,1,48.5047,41.899,43.5822,8.7786,6415,1.053112828,0,11.6313,1,35.4153,18.4869,-0.255428103,-0.286080883,0.078063321,3,3,3
5350237.01,3.466879296,1,11.3,34.0353,85440.0527,38.1,12.3304,59.7427,74.8652,1,2.685495171,0,36.0654,54.0204,45.0874,12.862,7603,1.232392661,1,8.4726,0,24.1924,18.2654,0.413526851,1.718474032,1.766295394,4,5,5
5350237.02,3.543009434,1,10,39.7359,118261.1093,42.1,3.0938,19.1743,38.0922,1,2.778812252,0,40.129,46.1531,45.8035,7.2442,3103,1.093270446,0,9.3813,0,28.0778,16.026,-0.481835403,0.098596955,0.429368474,2,4,3
5350237.03,3.348838645,1,10.7,32.2989,98863.336,48.3,7.0164,73.3069,42.6087,1,2.745273974,0,39.4484,47.7688,40.3371,13.1625,6210,1.159102101,1,13.9501,1,30.5214,22.1149,1.064594351,0.475094239,0.560363617,5,4,4
5350238.01,3.556215062,1,6.5,57.9244,172286.4561,48.1,2.0664,28.3214,15.0043,0,2.896468138,1,50.23,43.7855,46.8122,6.9039,3459,1.063202617,0,14.1891,1,37.8295,17.6403,-0.284278498,-0.656732813,-0.142550406,3,2,2
5350238.02,3.478376647,1,9.4,36.1073,105275.8122,41.2,4.8342,49.6493,51.5297,1,2.751894972,0,43.9636,51.4951,48.2171,16.659,5426,1.224538514,1,7.9201,0,26.6839,17.5669,0.232385482,0.805029989,0.890714604,4,5,4
5350239,3.348885762,1,12.3,32.3529,112308.7959,38.1,4.7357,57.0143,53.2749,1,2.768233404,0,39.7587,51.924,47.2137,17.2194,6733,1.239690737,1,10.4969,0,26.416,17.8263,0.31133751,1.233999408,1.333643256,4,5,5
5350240.01,3.524060094,1,6.3,48.8399,168554.8104,47.7,2.3458,5.0544,15.0807,0,2.828650867,1,50.8026,37.8625,43.0107,6.8046,3468,1.019115552,0,13.4953,1,39.7037,14.0909,-0.612905449,-0.81475391,-0.25426486,2,1,2
5350240.02,3.261866323,1,7.5,40.053,97296.7547,52.9,10.7193,46.2444,22.2561,0,2.767633697,0,40.8228,43.1733,37.6173,11.4951,6879,1.166639801,1,13.9999,1,33.8111,22.6116,0.888832554,0.158175496,0.087352777,5,4,3
5350241,3.599662696,1,6.6,42.6934,177470.6457,49.2,6.9388,6.1874,18.3319,0,2.836531764,1,49.6141,43.3287,49.0432,7.4451,3573,1.058659681,0,10.6157,1,33.7893,16.0117,-0.440174886,-0.368486069,-0.210702522,2,3,2
5350242,3.394429098,1,11.3,29.5954,106517.8487,34.4,1.4134,58.0589,68.3157,1,2.696707033,0,40.1668,50.6938,46.1643,17.646,1698,1.252594528,1,8.648,0,26.1461,18.0585,0.199293254,2.157097786,0.902429339,4,5,4
5350243.01,3.605356606,1,15.4,29.8903,80205.9338,34.3,7.4277,37.9609,85.159,1,2.533339781,0,37.7206,72.3451,59.0694,9.564,6920,1.190860509,1,3.4468,0,18.2026,10.5302,0.54042967,2.187744022,2.255977036,4,5,5
5350243.02,3.349432723,1,6.1,27.2048,105881.6303,40.7,4.7708,50.5618,60.5559,1,2.658237816,0,39.5637,49.0782,42.5729,13.4954,3742,1.220917466,1,9.6926,0,26.3582,16.4584,0.105115155,1.098517915,0.885631672,3,5,4
5350244.01,3.385246828,1,9.9,22.7103,98177.3037,39.9,4.0761,35.4742,68.3084,1,2.697003107,0,37.9423,51.3054,44.695,11.9831,5888,1.21872636,1,9.2072,0,23.2015,20.4098,-0.170618442,0.903189178,0.444294534,3,5,3
5350244.02,3.302913767,1,14.1,23.5005,74957.4135,35.4,6.4329,67.4735,75.3966,1,2.613761676,0,33.2251,57.2841,45.1065,16.685,3971,1.297776969,1,8.8736,0,21.218,19.0228,0.217088838,2.391286542,1.696549848,4,5,5
5350245,3.400718375,1,12.9,27.1277,88789.4426,39.6,5.3395,49.2588,60,1,2.741570076,0,41.5077,51.8246,46.2652,15.5681,7180,1.227780386,1,9.3269,0,25.7327,19.4172,0.332319022,1.377747254,1.07442788,4,5,4
5350246,3.409683937,1,10.3,28.3275,102913.0346,43.8,2.8459,29.5019,46.9349,1,2.791607974,0,41.908,44.5765,45.1156,10.4131,3703,1.146109337,1,10.6997,1,28.0203,21.1768,-0.10534838,0.438115769,0.311492053,3,4,3
5350247.01,3.760522729,0,9.7,39.2517,106298.6467,36.5,9.6563,33.2451,90.8331,1,2.74748675,0,37.5154,63.9825,57.2615,5.221,9567,1.174810612,1,1.969,0,23.2904,12.3008,0.111806155,0.315932618,2.040434777,3,4,5
5350247.02,3.636931665,1,10.3,33.3794,109086.0734,39.3,8.4507,29.0711,64.7179,1,2.757909553,0,38.6801,47.9727,45.6517,7.1951,7834,1.157923802,1,5.5775,0,24.9035,16.4781,-0.325822222,0.248948213,1.081870302,3,4,4
5350248.02,3.504856145,1,16.5,23.8401,68648.761,31,5.1885,69.8578,86.8408,1,2.551336311,0,36.0409,67.5629,54.885,13.1283,5859,1.257714796,1,5.6314,0,19.0471,13.4415,-0.148313094,3.433892795,1.50580217,3,5,5
5350248.03,3.807164744,0,10.4,31.5003,100235.9035,39.1,13.5126,21.7136,91.3131,1,2.551565364,0,33.7398,68.3405,57.7771,5.4647,2993,1.172727814,1,0.4809,0,19.4299,10.2814,-0.526781372,0.544782071,1.933084259,2,4,5
5350248.04,3.74344393,0,10.5,30.9558,94407.0143,36,10.148,45.6865,89.3364,1,2.549440411,0,38.7038,73.4467,58.4319,9.8552,5289,1.196384297,1,1.6592,0,16.1433,11.0962,0.174844199,0.678664567,2.066995114,4,5,5
5350248.05,3.709848772,1,11.4,29.5979,98963.7551,39,5.7189,31.2083,81.7476,1,2.571545756,0,35.6558,68.3993,53.4882,9.2351,4509,1.212816024,1,2.812,0,17.3517,11.2586,-0.253023087,0.737899505,1.52348109,3,5,5
5350249.01,3.68765939,1,13.8,25.8586,109859.2348,42.5,5.057,14.7422,86.0933,1,2.706792677,0,31.6879,48.265,46.4051,4.8714,4825,1.154006662,1,4.0541,0,21.5681,12.0825,-0.94698466,0.627094883,1.400298637,1,4,5
5350249.03,3.802704207,0,7.7,30.3551,105559.8024,37.9,9.6401,29.0267,89.6214,1,2.610388579,0,32.4444,63.9063,57.7989,5.8499,6234,1.170669431,1,1.6117,0,17.9341,10.4065,-0.654993651,1.035593922,1.712702941,2,5,5
5350249.04,3.75562394,0,6.5,32.6552,96143.1021,36.4,6.4628,31.4549,83.7565,1,2.701440645,0,32.6824,64.248,54.0331,5.0242,3466,1.178054186,1,1.406,0,17.1022,9.6368,-0.595211361,0.629213416,1.474129258,2,4,5
5350249.05,3.792423717,0,13.9,40.4505,76600.7469,33.8,11.5751,72.8364,91.6025,1,2.611180923,0,36.5135,79.6564,64.0355,6.5853,5716,1.195192083,1,0.1158,0,15.5785,6.0959,0.186524194,2.326567477,2.445844508,4,5,5
5350250.01,3.724114144,0,13,34.0704,97706.5104,38.2,7.1153,36.3866,74.0807,1,2.727782085,0,33.8538,58.2211,50.2686,6.7664,5629,1.184467801,1,2.2426,0,20.5113,8.9983,-0.376562887,1.011293718,1.730288702,2,5,5
5350250.02,3.330828328,1,11.1,27.1281,105162.7965,41.5,3.5532,40.7303,60.3755,1,2.725124831,0,35.8567,48.8383,41.9312,12.8243,5113,1.22041041,1,10.3463,0,24.5833,19.9757,0.028815717,1.011834074,0.987951084,3,5,4
5350250.04,3.757925047,0,12.3,21.3797,73251.4268,33.1,13.2506,62.0737,93.2592,1,2.618699411,0,37.2147,72.2765,60.4338,9.0016,6928,1.205681637,1,0.2229,0,23.257,11.3534,0.622401062,2.04920087,2.642687578,4,5,5
5350250.05,3.803786269,0,18.1,23.2139,77111.7299,35.2,15.9362,61.7374,88.2206,1,2.600877662,0,34.3682,78.395,61.663,8.0547,8396,1.219414499,1,0.3594,0,19.3068,6.6757,0.437059195,2.16075622,2.853480585,4,5,5
5350260.01,3.787131373,0,11.4,41.9942,85252.3716,40.1,6.3924,21.5734,86.3326,1,2.727902114,0,40.2425,61.5761,52.8928,4.4733,7024,1.19377338,1,3.2163,0,21.4778,14.6896,0.493063079,0.704404882,1.989448943,4,5,5
5350260.04,3.690356242,1,11.7,41.1866,63889.3649,34.5,10.1092,99.5398,83.6233,1,2.625025595,0,40.5609,74.0081,60.6285,13.0519,4311,1.228748126,1,2.03,0,15.9695,9.1806,1.096333602,1.987936229,3.11627415,5,5,5
5350260.05,3.579874281,1,19.9,24.8552,51887.0172,28.9,9.6774,97.8848,75.9857,1,2.561315127,0,40.0778,73.9081,62.562,16.6612,4185,1.25139291,1,2.2827,0,13.2427,9.1103,0.392570241,3.762701044,2.508261969,4,5,5
5350260.06,3.823219501,0,8.3,45.863,86980.6851,34.8,16.7947,69.1244,88.6073,1,2.65184928,0,43.4964,63.7842,52.5263,8.0009,3906,1.191283532,1,2.6761,0,24.8438,11.3224,1.158631754,0.648046763,2.454179959,5,5,5
5350260.07,3.7598197,0,5.6,44.642,92332.9661,47.3,3.7331,14.9117,70.5851,1,2.650576549,0,44.7202,61.1213,51.9838,6.8303,3777,1.1565719,1,4.8427,0,30.1778,15.6069,0.72256386,0.171554127,1.480423568,4,4,5
5350261,3.437276735,1,13.6,38.1874,75107.1678,47.1,10.097,43.5059,70.7836,1,2.782498767,0,38.8141,57.3455,48.0713,13.6062,6113,1.232186183,1,7.8911,0,23.441,18.5055,0.786086736,1.639441669,1.493546095,4,5,5
5350262.01,3.348826754,1,9.4,34.6939,83911.8354,40.3,8.7552,66.9634,58.5456,1,2.850470487,1,39.5194,53.2406,43.3783,16.2341,6202,1.230784685,1,10.2971,0,29.234,21.2102,1.383225846,0.489715219,1.621640303,5,4,5
5350262.02,3.546325394,1,11.3,38.4273,99290.149,41.2,8.212,63.8846,57.6911,1,2.815458997,1,37.6574,56.1612,49.5448,10.3211,6540,1.190399845,1,9.8476,0,27.2967,19.5513,0.55525297,0.911639084,1.528726488,4,5,5
5350263.02,3.642808734,1,4.6,58.1064,122025.5364,49.8,15.9308,30.5942,31.8818,1,2.833992355,1,56.41,46.982,41.6525,6.5071,4570,1.036632019,0,10.5725,1,38.398,16.8949,1.073739495,-0.60633442,0.258280883,5,2,3
5350263.03,3.587398044,1,9.3,53.0847,121402.2988,43.6,5.4534,56.1404,52.2535,1,2.869562489,1,54.2412,54.3213,51.5431,14.2289,5081,1.165051415,1,9.4091,0,32.7114,21.321,1.071732775,-0.017809445,0.938682587,5,3,4
5350263.04,3.66696715,1,9,53.5529,106271.1593,50.2,12.0257,55.8099,53.1737,1,2.74824973,0,55.51,49.0556,45.1295,8.0782,7436,1.054942446,0,10.0637,0,39.2736,19.2273,1.825574273,-0.265540033,1.032990577,5,3,4
5350264,3.740978741,0,5.2,67.0229,857607.7392,48.8,2.6786,7.4157,41.8155,1,2.76842167,0,51.5874,46.0257,49.6388,3.9874,1344,1.02202571,0,13.998,1,33.1649,14.637,-0.402110739,-1.050684285,0.252825361,2,1,3
5350265,3.872680668,0,10.6,80.3103,724957.3891,45.7,7.6825,14.0892,27.5331,1,2.797977195,0,52.0857,52.3308,55.6198,4.2482,5586,1.028566263,0,7.8127,0,30.9466,15.8118,0.068634435,-1.183393305,0.074911107,3,1,3
5350266,3.706407605,1,7.5,74.4612,1100430.884,47.4,7.9738,6.0833,35.7415,1,2.848970144,1,51.5935,48.9053,54.2313,4.4637,3668,1.02158534,0,13.6465,1,33.6889,17.0856,-0.443473925,-1.11824341,0.249832435,2,1,3
5350267,3.715599056,0,5.4,75.8078,317894.9993,45.6,9.7885,15.6236,60.5097,1,2.876875444,1,46.6727,46.8972,47.5714,3.655,7141,1.03765884,0,11.7609,1,30.8774,17.0612,-0.562687979,-0.811996982,0.836527586,2,1,4
5350268,3.579669582,1,9.5,56.8598,154677.9992,50,5.6593,24.2147,41.2729,1,2.750608123,0,50.4052,46.0571,47.4996,7.6241,6835,1.064057657,0,13.6223,1,33.9371,19.1929,0.314636985,-0.569290102,0.433351224,4,2,3
5350269.01,3.616374031,1,10.5,40.5452,81057.7161,36,15.4772,84.3179,74.6518,1,2.760864097,0,43.5916,65.4062,55.5335,10.6883,5815,1.193110635,1,4.9639,0,24.6599,15.4576,1.650341621,0.976219096,2.069682393,5,5,5
5350269.02,3.660272807,1,6.9,64.6486,219109.7246,44.3,2.9057,7.8307,46.1452,1,2.92530175,1,57.0621,47.4582,53.681,6.7294,2659,1.020085028,0,16.0849,1,32.0523,17.3339,-0.446010229,-0.568545094,0.659492133,2,2,4
5350270.01,3.647307877,1,8.9,43.9338,104169.1881,39.3,10.4688,60.5442,50.4573,1,2.805568393,1,47.8419,55.7692,50.1867,10.7741,5686,1.18043068,1,7.6241,0,30.811,24.0449,0.608886053,0.536652013,1.170857735,4,4,4
5350270.02,3.346382012,1,9.3,44.082,126007.6626,40,4.3243,73.9365,43.6249,1,2.901030698,1,41.6921,51.2063,47.2531,15.7715,4447,1.269096277,1,12.3331,1,30.5587,27.1711,0.306482103,0.610487483,1.053153626,4,4,4
5350271.01,3.566738708,1,3.5,49.0155,148468.3042,45.1,5.5639,18.3943,42.2288,1,2.829754523,1,50.4709,48.6995,50.4599,7.3692,2683,1.057499133,0,12.9215,1,35.2926,20.088,-0.404814258,0.102633917,0.1936744,2,4,3
5350271.02,3.503232377,1,13.7,42.5009,113212.8512,39.7,5.0462,72.1111,54.5745,1,2.731071257,0,42.76,56.8909,51.7945,14.2082,5006,1.227914738,1,9.3994,0,26.1929,18.6707,0.445240037,1.017975425,1.147840976,4,5,4
5350272.01,3.452108201,1,10.8,35.748,78045.054,38.1,7.6837,86.2599,75.5023,1,2.716891629,0,41.9589,61.2173,47.7498,20.8801,6221,1.296389837,1,7.6499,0,28.069,16.2972,1.15479994,1.315111795,1.870999216,5,5,5
5350272.02,3.587150465,1,8.5,47.9072,109072.8024,44.7,4.0366,14.0634,59.5385,1,2.736161599,0,43.9235,40.9796,46.1722,5.7362,4854,1.09756607,0,8.617,0,30.2735,17.51,0.136948078,-0.010017354,1.086704158,3,3,4
5350273.01,3.674795637,1,8.8,66.278,408313.1967,44.8,10.7254,17.6597,50.4238,1,2.87104427,1,45.8875,44.825,47.0759,4.0256,4601,1.053994945,0,12.2958,1,31.5246,16.9706,-0.531344611,-0.549849757,0.572848058,2,2,4
5350273.02,3.681884755,1,12.2,69.9833,232478.0065,46.7,12.5632,28.4179,56.377,1,2.714340503,0,48.253,46.2727,46.9524,5.5702,4775,1.061674652,0,12.6036,1,31.7982,15.4452,-0.023470915,-0.478316835,0.875813649,3,2,4
5350274.01,3.631210921,1,11.1,59.1168,223253.3427,41.1,9.4437,49.375,57.7342,1,2.932760426,1,45.8066,50.1204,51.3182,9.4232,5411,1.13275037,1,12.1966,1,31.3369,20.4457,0.260682618,-0.124912494,1.038023429,4,3,4
5350274.02,3.66489281,1,8.7,63.8649,277978.932,47.2,7.1557,31.2197,48.0016,1,2.74916848,0,49.681,47.6256,49.3924,5.7962,5054,1.054621713,0,12.2901,1,32.0557,18.8339,0.520753741,-0.632547703,0.5748167,4,2,4
5350275,3.752374567,0,5,71.0683,341136.7008,47.1,5.8963,34.4044,18.6446,0,2.888335873,1,50.9214,54.5632,54.4321,4.6636,6404,1.047434032,0,9.9635,0,32.7421,18.4239,0.292108127,-0.9538992,0.130955523,4,1,3
5350276.01,3.747642592,0,7.1,59.7845,252812.9403,43.2,5.1248,34.5801,24.7758,0,2.897694615,1,46.8127,52.4224,53.7507,6.7292,6914,1.082569425,0,8.4472,0,29.0221,17.6688,0.183844614,-0.556458825,0.162696834,4,2,3
5350276.02,3.837527864,0,5.4,70.2375,344571.0279,40.6,6.3573,20.7547,27.2192,1,3.004622398,1,46.6838,56.9941,57.9429,4.974,7638,1.066572753,0,7.0494,0,28.2873,17.3152,-0.302687902,-0.872504835,0.139893198,3,1,3
5350277,3.780820724,0,5,63.0677,345459.3491,33.8,7.5054,26.2079,17.7657,0,2.904562093,1,45.6728,57.5436,54.7324,5.9655,4610,1.079440642,0,6.6799,0,28.858,18.1624,-0.50330658,-0.683428663,0.281835717,2,2,3
5350278,3.583884711,1,9.5,55.1375,169682.7848,34.9,7.6224,51.7405,24.3655,0,2.853563382,1,45.3582,52.7347,49.5482,10.6516,8590,1.141960224,1,8.1448,0,31.3263,19.3397,0.278300296,-0.084534993,0.420612439,4,3,3
5350279.01,3.430467564,1,7.6,36.7205,138615.5634,45.2,4.0126,28.0566,32.2348,1,2.78513408,0,42.9958,44.7204,43.2372,10.8208,4157,1.125395665,1,9.0416,0,31.1537,16.9752,0.153848972,0.118938423,0.560119908,3,4,4
5350279.02,3.439866153,1,10.1,22.7778,96949.3136,46.3,10.4183,37.2408,48.0414,1,2.701621959,0,40.1459,54.8058,48.6358,12.9154,7531,1.190683555,1,8.1556,0,26.7087,17.7599,0.493308966,1.336159218,0.693927182,4,5,4
5350280,3.236849055,1,10.8,24.3504,89343.8389,39.1,6.5991,66.7,58.4273,1,2.746355689,0,40.5856,51.6888,42.967,21.0553,7630,1.353230752,1,8.3931,0,28.4863,18.4557,0.623975786,1.408215995,1.118232944,4,5,4
5350281.01,3.556099256,1,11.8,20.3223,81799.1492,37.5,7.7453,51.4215,75.8032,1,2.592164086,0,34.7401,51.7854,43.7808,10.0973,6972,1.211558464,1,4.4291,0,23.4432,12.6435,-0.114190736,1.739154197,1.283276382,3,5,5
5350281.02,3.488729827,1,15.5,13.3303,79633.6611,34.8,5.5161,59.9851,77.0039,1,2.559265817,0,39.4342,61.4463,47.8523,15.4523,4092,1.281062324,1,6.6385,0,23.8798,16.7254,0.325431953,2.425245147,2.021753512,4,5,5
5350282,3.543833022,1,6.6,24.6264,120072.0826,42.3,6.8466,13.9966,32.1242,1,2.816359261,1,45.0393,45.2292,46.1205,8.8975,4990,1.132878421,1,8.8482,0,25.8475,20.5845,-0.450957547,0.216658191,0.166928206,2,4,3
5350283.01,3.291016039,1,13.1,17.2621,78815.7696,39.6,9.2658,70.5172,69.1741,1,2.589003503,0,37.0027,54.6182,40.9358,19.6813,5836,1.31391957,1,9.5937,0,24.6961,20.141,0.599262318,2.20467707,1.512539893,4,5,5
5350283.02,3.280655728,1,9,17.478,82243.0024,39.6,2.5855,52.5229,55.1282,1,2.717953854,0,36.6477,46.6613,41.725,11.0361,4680,1.191667516,1,10.1952,0,25.4337,16.0965,0.258864916,2.416918139,0.715413742,4,5,4
5350284,3.448935088,1,7.8,30.9001,105179.2727,42.1,7.5865,46.8182,48.3989,1,2.709355922,0,41.1086,48.5419,42.9245,12.8954,7120,1.203505039,1,7.5281,0,29.521,16.8008,0.221900461,0.800374236,0.758585795,4,5,4
5350285,3.365422861,1,11.6,27.4898,111573.1309,43.9,9.7755,35.1574,40.6719,1,2.671141281,0,41.4358,44.2578,40.0353,13.4897,3661,1.185337453,1,10.0439,0,30.3176,18.3967,0.055197991,0.652597787,0.501458163,3,5,4
5350286,3.633730086,1,8.5,39.1957,95827.8069,37.5,20.0979,40.6396,52.7308,1,2.894947117,1,59.4862,55.742,54.6698,11.4776,6207,1.15370591,1,4.4538,0,28.5719,16.9974,1.219153413,0.404825259,1.266389696,5,4,4
5350287.02,3.561514851,1,10,45.6461,94050.1543,39.5,12.935,66.1633,51.9911,1,2.746645101,0,41.0298,53.1408,44.0379,12.665,7207,1.205397784,1,7.7354,0,29.1837,19.3389,0.703941923,0.640443782,1.622563904,4,4,5
5350287.03,3.368394936,1,16.8,29.6899,76365.7947,32.6,9.9128,62.253,72.4695,1,2.696729544,0,40.6197,60.4118,48.3925,17.0351,4021,1.292056938,1,9.0549,0,24.7578,20.1182,1.150550815,2.679258708,1.761268562,5,5,5
5350287.04,3.673634462,1,5.6,52.4141,115239.8511,39.7,4.7947,50.4539,32.5542,1,2.951112506,1,47.8819,58.7512,53.1201,9.1765,4706,1.12722564,1,7.6869,0,34.5759,17.8469,0.768564644,-0.194890974,0.6417654,4,3,4
5350288,3.763307196,0,6.2,50.0289,124303.7662,38.1,11.4873,48.168,47.171,1,2.891272126,1,54.1479,56.6171,52.9672,10.1558,11488,1.140745055,1,5.0261,0,32.9765,19.4999,0.938964102,-0.248379021,1.195737145,5,3,4
5350289,3.419046556,1,11.3,32.0641,106546.1094,41.7,11.8898,41.658,38.1329,1,2.766639387,0,42.0655,48.6358,44.2029,13.6877,5313,1.186654703,1,7.1888,0,30.6469,17.5689,0.289294328,0.283021831,0.952564583,4,4,4
5350290.01,3.294034756,1,7.6,17.3239,78027.5633,40.3,8.1698,76.3733,68.4463,1,2.629103215,0,38.9131,52.5126,37.8534,21.9538,3746,1.339633394,1,10.1684,0,29.8881,22.9172,0.917205745,1.34027464,1.666509443,5,5,5
5350290.02,3.756183421,0,5.4,34.589,102986.278,35.8,11.5578,40.1937,53.5556,1,2.654660592,0,54.2008,61.525,48.7789,16.4416,1800,1.205828854,1,4.2604,0,29.1132,20.1983,1.244234052,0.000299129,0.968721159,5,3,4
5350291.02,3.360566726,1,9.3,22.4482,85286.8205,43.7,4.3028,44.4896,56.503,1,2.688231375,0,37.0422,47.6968,41.0734,13.6101,5113,1.225507614,1,9.0451,0,26.8562,15.8522,0.306353502,1.198919595,0.954520618,4,5,4
5350291.03,3.295119353,1,8.3,19.6733,91025.8117,42.3,7.5425,55.0802,45.8351,1,2.763653845,0,39.9805,48.4455,42.5291,15.9777,2413,1.235231261,1,10.5461,0,30.4868,20.1744,0.8999738,0.661956686,1.354106254,5,5,5
5350291.04,3.44003919,1,8.5,26.9723,91463.5139,42,7.4527,56.5022,54.9175,1,2.683397167,0,45.2802,53.65,44.3712,18.1811,1637,1.276184727,1,6.7193,0,28.4708,16.9892,0.963382654,0.894520511,1.66475648,5,5,5
5350292,3.602175352,1,9.6,20.2181,94505.0547,38.6,14.0444,39.9161,76.8017,1,2.604265325,0,41.1394,55.0306,46.2286,14.2705,7923,1.211672784,1,4.9549,0,24.9996,16.6576,0.102535929,1.67800431,1.924417172,3,5,5
5350293,3.611850542,1,7.5,29.2315,109004.9414,38.8,9.5218,19.8897,57.9698,1,2.707410336,0,38.8787,45.2117,43.6408,7.8361,7083,1.160518279,1,6.5327,0,28.5916,18.3122,-0.133107464,0.356797244,1.065285941,3,4,4
5350294.01,3.470346333,1,9.2,16.9231,95142.336,39.4,4.2244,58.2598,59.4059,1,2.641662514,0,40.0057,56.2249,45.8588,13.3949,4545,1.209464996,1,8.1037,0,22.8136,14.5082,0.186047581,1.531037513,1.016905073,4,5,4
5350294.02,3.485681805,1,10,16.673,105015.1622,42.6,8.4919,16.6891,71.4753,1,2.656627111,0,34.0527,49.843,42.7089,9.0642,4887,1.194580057,1,5.8219,0,24.2349,19.5469,-0.718111567,1.366174332,1.082323037,1,5,4
5350295,3.396177075,1,7.7,27.6852,89782.4396,41,10.8417,56.6282,64.0595,1,2.67591531,0,40.5295,52.7892,43.1532,17.3086,5715,1.275722034,1,7.5115,0,28.6128,18.8862,0.326382947,0.998046091,1.244699866,4,5,4
5350296,3.759159452,0,0.01,44,91105.0551,50.4,15.5556,0.01,13.3333,0,2.751872759,0,46.6604,43.5181,49.6036,3.7953,90,1.060393176,0,5.0844,0,32.352,12.2046,1.001406268,-0.665078472,2.07978066,5,2,5
5350297.01,3.655690815,1,8.7,53.1665,110486.9645,41.9,11.6782,53.4784,42.2406,1,2.919656823,1,53.3855,53.1082,53.1472,8.9407,7971,1.132480523,1,6.8271,0,31.539,18.6457,0.972382113,0.042684266,1.042908852,5,4,4
5350297.02,3.707385732,1,9,53.7437,142017.7565,40.8,8.7436,39.2707,28.9524,1,2.924347061,1,53.1016,51.3781,51.8753,7.8612,7274,1.086191218,0,6.5281,0,31.9662,17.5894,0.307682091,-0.377244591,0.55742145,4,3,4
5350298,3.734150075,0,7.6,63.1874,306236.0918,39.5,5.3088,49.6273,26.2549,1,3.038568064,1,44.0229,58.1012,55.7131,7.6167,4841,1.125874634,1,6.6606,0,28.9626,18.5772,-0.210450105,-0.552793578,0.598811745,3,2,4
5350299.01,3.817276254,0,9.3,62.6862,218331.6115,40.5,7.5367,31.9237,40.0375,1,2.963705441,1,52.808,56.5197,54.4465,5.9715,6926,1.080040853,0,5.9863,0,30.2982,17.0795,0.049154985,-0.514426952,0.687073644,3,2,4
