spatial_id,Mental Health Score,Mental Health Binary,Unemployment Rate,High Education Rate,Average Income,Median Age,Recent Immigrant Rate,Rented Rate,Visible Minority Rate,Visible Minority Binary,Work Stress Score,Work Stress binary,Rate of Regular alcohol,Active transportation,Rate of Active population,Rate of Daily Smokers,Total Population,Food Insecurity score,Food Insecurity binary,Diabetes Type 2 rate,Diabetes,Overweight,Obese,Residential Instability,Material Deprivation,Ethnic Concentration,Residential Instability quintiles,Material Deprivation quintiles,Ethnic Concentration quintiles
5350532.01,3.74808391,0,10.9,30.0926,90006.6851,37.2,6.2149,22.8435,89.0958,1,2.61161963,0,31.9571,66.0472,52.9829,6.0669,4457,1.18625339,1,0.6861,0,18.4746,8.8678,-0.221065586,0.293115488,1.981858138,3,4,5
5350532.02,3.763986162,0,11.1,31.6246,85651.841,34.9,9.1215,36.0802,89.3653,1,2.614428895,0,34.5713,70.697,56.2855,8.0669,4758,1.192833203,1,0.7566,0,18.3884,9.2789,-0.087057597,0.952168296,2.446110938,3,5,5
5350540.01,3.395531024,1,7.4,33.9937,93128.8866,46.4,6.6084,69.1192,20.3551,0,2.889054794,1,45.4752,49.0884,44.6002,11.4634,5350,1.150680527,1,14.4221,1,31.7772,25.9889,1.658593933,0.143430587,0.009634074,5,4,3
5350540.02,3.590582112,1,7.9,47.0364,135565.139,45.9,4.8698,58.6822,22.3798,0,2.952813749,1,52.3665,51.0966,48.6595,10.0983,5782,1.102879148,0,13.8485,1,35.3287,22.7354,1.47966923,-0.332243856,-0.120646164,5,3,2
5350550.01,3.674585712,1,7.2,35.4899,131351.6997,41.3,5.7059,13.0536,32.1003,1,2.877017173,1,51.1923,43.333,52.4533,9.1414,4785,1.05896635,0,9.7674,0,32.1077,20.4329,-0.465501519,-0.471659405,0.404088265,2,2,3
5350550.02,3.552421974,1,11.4,46.0463,117196.4095,43.3,8.0822,35.8909,41.3884,1,2.880103873,1,47.3132,43.9401,45.7655,8.4288,7995,1.085247287,0,13.1148,1,35.0729,18.5076,0.090095575,-0.155712147,0.57898831,3,3,4
5350560,3.493281437,1,6.6,21.8466,100535.956,39.9,9.4916,25.7091,56.796,1,2.797731658,0,40.1971,44.59,44.5374,12.8106,6960,1.177681678,1,9.702,0,28.6346,22.5229,-0.038983757,0.604451273,0.987530305,3,4,4
5350561,3.490338857,1,10.6,28.4014,93477.4696,36.1,16.1258,48.9001,62.0851,1,2.642503237,0,37.2168,55.0162,44.9256,12.8801,8105,1.214246338,1,8.1002,0,22.871,21.3116,0.250026151,0.429007923,1.571284546,4,4,5
5350562.02,3.639654608,1,5.7,35.4063,131912.7732,44.3,9.6882,9.2433,58.9512,1,2.833195549,1,44.6962,42.3251,47.0012,6.895,7189,1.094340323,0,7.8668,0,29.5752,18.7907,-0.569804371,-0.212024661,0.990597212,2,3,4
5350562.03,3.538402842,1,9.6,22.1362,104842.6468,37.8,10.9389,23.6175,53.0554,1,2.803428719,1,38.5043,44.6374,45.513,12.5377,5613,1.156050347,1,8.6186,0,28.418,24.5846,-0.286575588,0.433206997,1.575203559,3,4,5
5350562.04,3.54357481,1,10,26.0078,113080.0459,40.8,11.9298,20.6218,60.0495,1,2.824854642,1,40.9539,43.2342,45.2781,11.5469,5249,1.145836483,1,8.196,0,25.6648,22.1119,-0.463919991,0.120535297,1.132447404,2,4,4
5350562.05,3.357665748,1,9.8,27.3159,88718.9373,40.3,11.2109,36.7786,61.3472,1,2.663664865,0,34.9133,45.4969,40.721,10.4516,6235,1.211576778,1,10.8139,1,25.2257,22.8788,0.4412714,0.554141324,1.54572806,4,4,5
5350562.06,3.673050276,1,6.9,38.8549,147242.7862,42.8,10.1395,13.4255,61.011,1,2.866166176,1,49.2248,41.6884,45.8693,6.8284,3442,1.074367231,0,7.9144,0,30.7332,18.0411,-0.565601117,-0.209012798,1.221221178,2,3,4
5350562.07,3.595293137,1,12.1,28.7326,105881.0332,38.9,14.7262,18.452,58.5238,1,2.817224134,1,39.2873,45.7433,45.1361,10.7228,5514,1.161386322,1,7.3265,0,24.546,21.5511,-0.530546985,0.365183127,1.309721706,2,4,5
5350562.08,3.513989243,1,12.1,21.1462,102473.1579,39.5,8.664,10.5736,52.7301,1,2.835586134,1,40.6868,40.6278,45.156,11.8495,4542,1.15095523,1,9.9846,0,28.5175,24.3157,-0.477673098,0.373187974,0.702852581,2,4,4
5350562.09,3.541161326,1,9.4,23.1221,111631.0414,42.1,10.3167,6.2637,54.0724,1,2.894427232,1,41.8631,41.0155,45.667,9.5159,4420,1.131537322,1,9.4842,0,24.9378,23.2253,-0.603957113,0.242455474,0.770953239,2,4,4
5350562.11,3.702674344,1,10.6,30.4928,125176.5889,39.4,9.1647,7.6329,47.6803,1,2.806966205,1,45.1857,45.5315,51.252,9.6446,3341,1.139365418,1,7.4935,0,30.3167,20.5537,-0.666390787,-0.033383585,0.796055253,2,3,4
5350562.12,3.576535463,1,12.3,32.1565,74082.1903,35.6,21.2808,72.8219,78.2173,1,2.49177301,0,37.4018,70.2001,54.6908,11.1553,9278,1.226613128,1,5.3228,0,18.3123,12.9149,1.368644493,0.790632455,2.318986596,5,5,5
5350562.13,3.737700553,0,10,23.6413,113073.2817,40.6,9.8592,16.8865,69.7173,1,2.831352246,1,38.4696,37.0131,47.2973,11.4674,1344,1.123021956,1,4.7322,0,36.0247,15.4889,-0.626960097,0.533981717,1.38558624,2,4,5
5350562.14,3.861922075,0,9.1,32.6105,150128.6791,40.5,11.3356,8.4874,67.7217,1,2.860120954,1,42.871,43.5515,52.7879,5.7395,4455,1.091704791,0,4.693,0,28.6322,14.8687,-1.022027078,-0.330324646,1.25772217,1,3,4
5350562.15,3.8194903,0,11.1,32.9049,115944.2016,37.6,10.6226,18.7611,76.4734,1,2.708179261,0,37.5505,48.6066,51.7828,8.16,4208,1.144875551,1,4.6653,0,25.4345,14.7961,-0.806011876,0.303094139,1.416411065,1,4,5
5350563.01,3.671262966,1,11.3,32.5963,61582.1806,36.7,14.2214,57.2696,87.2512,1,2.536311678,0,34.1597,67.9939,56.1686,9.0279,7436,1.249822449,1,2.1802,0,20.8933,11.7087,1.020619209,1.580239051,2.21389474,5,5,5
5350563.02,3.456517902,1,7.3,21.614,104088.1891,41.8,14.6164,28.8399,51.8075,1,2.865954391,1,38.9232,46.3643,46.6338,11.8126,3845,1.202002634,1,10.2785,0,24.081,22.7018,-0.026895004,0.094329293,1.300167012,3,4,5
5350564.01,3.485290513,1,10.3,19.7564,111720.9859,40.4,10.9853,14.0898,50.0566,1,2.893349952,1,41.6248,41.0696,45.2391,11.1436,2649,1.158720061,1,8.9272,0,24.4242,24.8963,-0.341415714,0.33107088,0.566832554,2,4,4
5350564.02,3.701563465,1,7.8,30.5538,97032.4906,36.1,16.4125,21.4851,76.658,1,2.667429065,0,33.992,59.1177,51.4697,7.6376,5775,1.177339208,1,3.8901,0,23.8808,16.1174,-0.343340633,0.848529098,1.633977644,2,5,5
5350570.01,3.308920427,1,14.3,21.846,75707.8806,37.2,12.4518,76.4537,68.7671,1,2.73530618,0,34.0559,59.5003,47.1688,16.8426,3650,1.332806778,1,8.7561,0,27.4789,19.7066,1.30411964,1.838557487,1.45262295,5,5,5
5350570.02,3.730144069,0,5,33.7625,147478.8365,43.2,6.236,6.3469,18.7097,0,2.81164344,1,52.1349,48.9797,53.2368,5.0861,4030,1.029367619,0,12.0386,1,35.5469,16.502,-0.54984901,-0.574108704,0.085645863,2,2,3
5350571.01,3.463635806,1,11.7,15.6552,79665.9231,34.1,13.7849,55.9621,60.9693,1,2.62245788,0,40.552,57.3828,46.6602,14.9912,4663,1.24706041,1,7.5333,0,24.4596,21.8832,0.502853676,1.804271022,1.168309404,4,5,4
5350571.02,3.501176299,1,6.1,24.3612,111635.5152,46.4,7.2136,21.0046,25.8182,1,2.847013758,1,46.1784,48.6761,48.7491,9.4692,4400,1.107137698,0,12.8769,1,30.8718,21.1943,-0.051788293,0.025498676,0.359319438,3,4,3
5350572.01,3.445232308,1,10.2,26.2953,103469.7599,42.1,7.4822,36.7706,43.8995,1,2.834311243,1,42.008,49.201,45.4896,10.1202,7483,1.161441813,1,12.4062,1,29.9837,20.3942,0.331064994,0.572538119,0.869260109,4,4,4
5350572.04,3.536490935,1,12.7,33.1986,98449.4423,38.4,9.8108,31.1909,65.9322,1,2.724979095,0,40.1857,54.9399,50.1912,9.7974,3449,1.173786759,1,7.1556,0,23.0853,19.5773,-0.049458119,0.17061117,1.455903031,3,4,5
5350572.05,3.694374651,1,10.5,44.335,82501.2609,36,19.0096,69.6198,73.148,1,2.534141991,0,40.857,73.8996,59.1903,8.27,7303,1.165474422,1,2.6776,0,18.9169,8.2402,1.011072373,0.36563278,2.217096318,5,4,5
5350572.07,3.82770411,0,8.7,36.1288,111670.2787,35.9,17.3172,22.2518,81.3696,1,2.730941649,0,37.6134,61.933,57.643,5.6205,5695,1.160076546,1,1.4651,0,19.8418,11.6809,-0.576436946,-0.007236713,2.042596579,2,3,5
5350572.08,3.817922595,0,11.3,34.7612,107161.9626,32.5,14.877,23.472,90.7638,1,2.626568729,0,37.3801,73.8094,63.9798,5.9395,6258,1.177225021,1,0.6541,0,17.1613,8.7393,-0.52230718,0.200266858,2.149496088,2,4,5
5350572.09,3.878847687,0,8.9,35.5152,124188.5531,34.3,24.1359,11.2535,75.8714,1,2.675890089,0,36.2155,51.1585,48.1902,5.3629,7058,1.100462408,0,2.2496,0,28.834,12.551,-0.99574452,-0.154379851,1.813228673,1,3,5
5350572.1,3.915401257,0,7.5,36.2836,121482.5525,35.2,14.1426,13.1082,85.4182,1,2.622082557,0,30.5291,58.3182,55.5545,3.7658,4101,1.140464372,1,1.2165,0,19.1797,9.9596,-0.786035555,-0.093036979,1.865274571,1,3,5
5350573.03,3.587499503,1,9.2,21.5313,105746.1741,38.4,11.731,24.8276,57.3748,1,2.785056096,0,39.1244,45.3532,47.1797,10.0175,7390,1.150935582,1,8.3005,0,26.986,21.1028,-0.27171992,0.346501233,1.272147681,3,4,4
5350573.05,3.541715001,1,8.8,22.9451,115588.126,41.8,9.3407,19.5341,49.3947,1,2.808187928,1,41.4747,42.9933,46.3739,9.1614,6195,1.14220998,1,8.9078,0,29.1158,18.9083,-0.453655763,0.018513135,1.203628743,2,4,4
5350573.06,3.786503592,0,9.5,27.334,111968.1081,38.2,13.7583,5.7197,67.1381,1,2.830683096,1,46.6566,40.4828,47.2398,9.3627,5444,1.089650266,0,5.6696,0,33.168,19.6474,-0.821817956,-0.139288621,1.224669796,1,3,4
5350573.07,3.402712432,1,12.8,22.1683,90114.5656,38.7,12.1841,45.0562,52.4898,1,2.798549664,0,37.6877,47.7102,43.9242,13.7586,7089,1.228305121,1,11.3114,1,26.3733,24.7665,0.238243541,0.479805788,1.030741286,4,4,4
5350573.09,3.783149661,0,11.1,30.4185,115008.4317,34.4,17.7987,22.2222,78.9738,1,2.653585565,0,36.391,55.6094,51.2286,7.43,7776,1.143381688,1,3.9448,0,25.7183,14.4787,-0.653739721,0.06022055,2.060040232,2,4,5
5350573.1,3.897034859,0,9.9,27.7863,130747.6247,35.5,22.5133,6.5719,78.5746,1,2.709861526,0,40.3097,43.4346,48.5761,6.5258,4504,1.077221515,0,3.8504,0,30.3031,15.6964,-1.078630722,-0.282462966,1.971183392,1,3,5
5350573.11,3.901943586,0,8.2,32.4426,111634.9227,33.9,13.2141,8.7693,87.411,1,2.618853108,0,34.0726,52.8002,50.2995,4.5811,5759,1.10221001,0,2.4181,0,25.1008,12.0977,-0.971178509,0.0424585,2.112674568,1,4,5
5350574,3.360432233,1,6.8,32.1117,85782.2245,48.8,12.4406,56.1391,35.5328,1,2.861610536,1,40.7023,50.0206,43.6809,11.7073,8381,1.203081271,1,13.8845,1,31.5806,22.7371,1.469275189,-0.051161658,0.335082582,5,3,3
5350575.01,3.25983671,1,10.1,21.5303,90246.2048,39.5,11.3663,36.284,60.3076,1,2.620587686,0,32.6817,46.8229,39.0527,15.2149,6762,1.27282931,1,12.0327,1,25.1868,28.2767,0.118468704,0.726510175,1.454639335,3,5,5
5350575.02,3.201369108,1,8.1,21.2483,76040.6931,37.5,9.9361,62.2349,50.9234,1,2.709224371,0,34.6248,51.3957,41.1737,18.4473,5198,1.32860293,1,12.2547,1,27.2473,24.9489,1.042688873,1.219176466,1.352441886,5,5,5
5350575.03,3.562178374,1,8.5,22.169,97208.9282,35.2,10.7253,32.4436,66.559,1,2.700277034,0,35.0096,53.0849,46.4838,12.1146,7431,1.204514879,1,6.1769,0,24.7383,18.4249,0.018562723,0.587525407,1.540694854,3,4,5
5350575.04,3.499515043,1,10.7,17.5056,98427.6502,37.8,13.5272,21.1209,49.8249,1,2.767212975,0,37.7967,48.5235,45.1545,12.3401,7709,1.207116358,1,8.6521,0,29.4393,23.4301,-0.285398002,0.316622165,1.291976725,3,4,5
5350575.05,3.727814607,0,9.7,26.0631,104823.7841,36.5,12.4178,16.3775,67.8806,1,2.703103888,0,36.8402,45.4279,47.7605,9.9602,7908,1.158809093,1,6.0776,0,28.8622,20.9616,-0.544722386,0.155883076,1.652063931,2,4,5
5350575.07,3.913255599,0,11.6,42.6523,131100.6109,35.1,13.0876,13.7536,91.0174,1,2.704927888,0,46.1558,49.4585,45.9521,5.3461,4531,1.05408369,0,3.4044,0,39.1825,15.4164,-1.257785247,-0.183689341,2.047208486,1,3,5
5350575.08,3.716905149,0,9,26.2588,109016.692,36.6,11.9342,18.2654,73.3302,1,2.761616022,0,40.3663,46.1597,44.3517,9.7817,6318,1.129500188,1,5.3101,0,31.5103,18.2359,-0.593687971,0.084999292,1.403956737,2,4,5
5350576.04,3.721260367,0,8.2,32.7103,161957.9453,43.2,10.4475,4.5921,34.6301,1,2.909388094,1,50.2708,44.3575,53.1985,7.9565,5475,1.055734176,0,8.8325,0,30.114,19.4695,-0.842627845,-0.552446379,0.648968681,1,2,4
5350576.05,3.809193129,0,10.7,28.6169,113405.4595,37.6,11.6678,20.3922,72.1307,1,2.703760916,0,36.1791,53.0382,54.1999,6.579,7772,1.141069943,1,3.4587,0,23.3234,14.0555,-0.757754035,-0.007508845,1.484963208,1,3,5
5350576.06,3.761540002,0,8.5,31.575,124875.5689,37.1,16.0158,13.8438,62.3222,1,2.766425607,0,42.6676,45.1756,49.435,8.7662,9353,1.117783349,0,5.3509,0,28.6211,18.9874,-0.613323005,-0.155418357,1.70121574,2,3,5
5350576.07,3.757978983,0,8,25.4386,118308.5823,36.7,11.0407,13.3333,64.1473,1,2.838012778,1,40.7545,42.1929,50.077,8.6893,5213,1.114196106,0,5.1711,0,26.9662,18.5674,-0.811461229,-0.070867511,1.439814304,1,3,5
5350576.09,3.691039702,1,9.2,29.0909,149527.6692,42.3,9.5083,9.6995,29.9545,1,2.834701426,1,47.2036,46.2614,50.8712,7.0116,4617,1.070950856,0,9.9999,0,32.7606,20.3564,-0.691359894,-0.518720548,0.348768092,2,2,3
5350576.1,3.726645984,0,9,38.286,110591.88,36.1,27.6511,10.6526,87.3079,1,2.709747729,0,38.1204,50.0243,45.928,4.9529,18216,1.091676296,0,5.5908,0,28.0931,17.3431,0.08907,0.0357,0.8508,3,4,4
5350576.16,3.894119366,0,9.8,36.9097,128670.1737,36.4,14.309,16.7059,88.5148,1,2.602603906,0,32.22,52.1253,53.8822,3.8708,7366,1.122753867,1,1.8368,0,22.1858,10.7874,-1.139181874,0.089049314,1.977088752,1,4,5
5350576.17,3.864074874,0,10.8,34.9152,123820.224,35.7,18.6574,11.1111,87.5776,1,2.658968429,0,35.5981,51.9133,49.1841,4.8368,8372,1.098044099,0,2.2161,0,27.3698,13.65,-1.19773977,0.113304787,2.112863466,1,4,5
5350576.2,3.845894204,0,8.5,32.3246,112659.5647,34.9,18.1044,15.0342,91.1891,1,2.635219944,0,34.3191,58.187,52.0731,3.8785,8183,1.113375816,0,1.9589,0,24.393,11.394,-1.212760395,0.240156506,2.071350797,1,4,5
5350576.22,3.868264689,0,11.8,32.3249,123267.9063,35.7,17.2249,11.5595,89.3537,1,2.633593262,0,32.1192,55.9118,53.8685,3.4106,8820,1.131357241,1,1.64,0,21.854,10.369,-1.058806254,0.106731907,2.204157753,1,4,5
5350576.24,3.900536404,0,6.4,39.6392,181292.7472,37.5,31.1923,4.9896,80.4298,1,2.763195956,0,51.9721,48.4339,47.2485,4.9818,20148,1.033753041,0,2.6311,0,42.6568,13.4821,0.08907,0.0357,0.8508,3,4,4
5350576.29,3.920717157,0,10.4,31.4318,117100.6366,34.4,12.8189,14.6912,80.8146,1,2.654765141,0,38.533,49.1944,45.4419,5.8026,4665,1.08510544,0,2.7431,0,31.7464,13.8203,-0.967802933,-0.03357553,2.087568138,1,3,5
5350576.31,3.792008641,0,5.8,34.2771,163495.9034,43,12.8033,12.0056,42.9297,1,2.974086097,1,46.1376,43.1592,50.5484,5.9149,4922,1.064580127,0,4.0187,0,31.9595,16.8047,-0.872329207,-0.550033951,0.509818357,1,2,4
5350576.32,3.911926798,0,7,29.7743,137488.9025,35.4,10.7004,5.6036,73.1284,1,2.798969595,0,45.6326,47.0664,50.0698,6.7391,10766,1.057862065,0,3.1209,0,35.1298,15.5377,0.08907,0.0357,0.8508,3,4,4
5350576.33,3.645886459,1,4.9,21.6712,138274.791,40.8,11.8429,4.2664,37.1058,1,2.940094429,1,50.1014,43.8953,50.1537,9.8555,3234,1.080204212,0,7.8365,0,29.6703,20.8904,-0.746008682,-0.313416045,0.965152332,1,3,4
5350576.34,3.88521242,0,11.3,26.7762,121693.4495,34.6,11.8992,12.9213,78.3717,1,2.662173453,0,42.7408,47.6005,48.6313,8.3684,6866,1.075019967,0,2.9732,0,31.7917,15.5057,-1.026048986,-0.111302698,1.849493869,1,3,5
5350576.4,3.861842154,0,8.7,40.0493,127942.2093,34.2,22.9785,12.7331,95.646,1,2.686928782,0,39.4516,52.4442,47.5284,4.9018,10496,1.086389008,0,2.812,0,31.0885,14.4676,0.08907,0.0357,0.8508,3,4,4
5350576.41,3.922156359,0,7,35.802,124015.839,33.7,13.6692,6,88.1756,1,2.654420202,0,40.182,52.3038,48.6304,5.5076,9269,1.08034223,0,2.235,0,30.8805,13.3371,0.08907,0.0357,0.8508,3,4,4
5350576.42,3.849671743,0,8.9,40.4157,122944.1063,33.4,15.4792,11.4754,86.399,1,2.703660439,0,45.1877,53.7546,51.7877,5.1707,14646,1.075584404,0,1.8195,0,32.7578,15.111,0.08907,0.0357,0.8508,3,4,4
5350576.43,3.916517859,0,8.7,30.7997,124789.6816,34.7,18.504,13.0029,81.0049,1,2.676308333,0,41.5196,47.8164,46.3782,6.7573,8160,1.06872751,0,2.6839,0,33.4761,14.5699,-1.033565467,-0.122449524,1.955663153,1,3,5
5350576.44,3.957498379,0,5.3,34.9252,130439.866,35.1,20.3719,7.1272,77.688,1,2.711225603,0,42.8978,44.8264,45.2013,6.2427,3711,1.062356592,0,2.7497,0,35.9929,14.0993,-1.275983522,-0.149541823,1.648584202,1,3,5
5350576.45,3.898771052,0,9.9,32.382,125876.2944,35.9,11.79,12.9604,91.0347,1,2.646378639,0,31.9251,55.5968,53.6981,3.8391,3257,1.12064906,1,1.6031,0,21.4454,10.9157,-1.214590411,0.092684573,2.166921501,1,4,5
5350576.46,3.857355984,0,8.1,31.7971,111233.4837,35.3,12.425,9.7384,90.8702,1,2.611484695,0,33.4029,54.8389,50.5209,3.7182,5849,1.110333599,0,2.2227,0,25.9406,11.0405,-1.02363007,-0.139142835,2.093945887,1,3,5
5350576.47,3.911708517,0,7.6,41.5973,181947.6266,36.4,24.0532,7.5567,93.3604,1,2.750777114,0,44.2755,48.4634,46.811,4.9469,5904,1.056022568,0,2.6064,0,36.8701,14.1807,-1.716538021,-0.370505986,1.780002935,1,3,5
5350576.49,3.911384838,0,11.5,31.779,116198.4251,32.5,12.2175,14.8171,86.7927,1,2.666158597,0,38.0081,52.658,48.9739,5.4651,6769,1.088511366,0,2.112,0,30.4164,12.561,-1.226020844,-0.023742414,2.17420843,1,3,5
5350576.5,3.92929654,0,10.4,32.8151,123184.2501,35.1,12.6289,6.3248,89.1563,1,2.667446181,0,39.5712,50.7077,47.4849,5.2826,7562,1.077587969,0,2.6832,0,32.1194,13.6984,-1.363188545,-0.003905229,1.80601508,1,3,5
5350576.52,3.911674475,0,10.2,36.1813,124339.121,34,13.6384,9.0498,89.2312,1,2.650134643,0,40.8277,50.4824,47.3668,6.0062,6621,1.073433957,0,2.4465,0,32.8155,15.0585,-1.31309817,-0.015670292,1.981054757,1,3,5
5350576.53,3.906403432,0,11.1,34.1683,121657.7657,33.9,17.9261,11.487,86.86,1,2.660014282,0,39.5462,52.4026,47.3559,4.5611,5449,1.081983421,0,2.4152,0,32.577,13.8582,-1.243133712,-0.149246854,2.209548995,1,3,5
5350576.54,3.900141351,0,11.8,38.8793,124554.7354,34.2,25.5052,5.5714,97.3484,1,2.69660431,0,41.4526,48.7896,45.6237,5.4725,6562,1.081839406,0,3.1494,0,34.0214,14.0207,-1.009747943,-0.047720094,2.155976802,1,3,5
5350576.55,3.858394755,0,7.8,34.1995,130568.491,35.3,13.6151,6.3625,93.518,1,2.663530335,0,39.1233,51.7255,46.7936,4.5037,7652,1.076798198,0,2.8886,0,31.9537,12.1383,-1.573893138,0.057912977,1.951051207,1,4,5
5350576.56,3.866397988,0,9.6,32.6155,142238.8966,34.9,12.0287,7.3046,95.4323,1,2.703972923,0,39.7218,52.0515,47.8807,4.7894,8779,1.078006521,0,2.6542,0,30.7007,13.1155,0.08907,0.0357,0.8508,3,4,4
5350576.57,3.852959828,0,9.4,35.1873,115242.4156,42.2,23.3708,10.6823,80.3245,1,2.822919944,1,46.5793,45.2226,45.1849,5.9641,4930,1.069451515,0,3.7009,0,33.5289,16.1774,-0.351381039,-0.16031831,1.409091035,2,3,5
5350576.58,3.871364512,0,6.4,37.4877,120299.3623,33.1,32.2556,13.4391,94.5843,1,2.698698313,0,44.9927,52.7264,47.0544,5.7302,14661,1.059504495,0,3.0829,0,35.7346,13.145,0.08907,0.0357,0.8508,3,4,4
5350576.59,3.869533448,0,11.2,36.3412,121520.9959,34.7,13.4532,10.6289,97.715,1,2.669301737,0,37.0229,56.0425,50.6792,3.9195,7396,1.097293103,0,2.304,0,27.3176,12.246,-1.404735444,0.150237933,2.122127699,1,4,5
5350576.6,3.875701222,0,7.9,43.6664,123618.2322,33.4,12.8698,9.4763,97.2228,1,2.71416412,0,47.7339,51.3233,45.8879,5.2674,9470,1.045884305,0,3.3998,0,38.8581,14.6768,0.08907,0.0357,0.8508,3,4,4
5350576.61,3.888093085,0,8.4,37.835,121308.0118,33.5,12.4355,12.5325,93.9433,1,2.707677765,0,46.8043,52.494,47.7474,4.9315,12449,1.044229758,0,2.9192,0,38.588,13.3199,0.08907,0.0357,0.8508,3,4,4
5350576.62,3.872565488,0,8.5,30.0242,123028.2012,35.4,16.5036,14.8875,96.21,1,2.701212251,0,34.3367,57.4905,51.9633,3.673,8285,1.110205671,0,2.0465,0,23.6175,11.1591,-1.449182288,0.318819865,2.13986291,1,4,5
5350576.63,3.902301918,0,6.2,37.343,140624.6279,34.9,25.3147,7.4552,94.358,1,2.725799357,0,49.9551,50.7434,46.8116,5.2685,8738,1.029491117,0,2.9759,0,41.4393,13.2921,-1.693894802,0.033388452,2.031264959,1,4,5
5350576.64,3.878790752,0,9.9,32.9234,141463.5978,35.4,12.2468,7.0588,93.9441,1,2.703914528,0,42.0036,52.0696,47.8024,4.9192,9627,1.069721313,0,2.4899,0,31.6507,13.2862,0.08907,0.0357,0.8508,3,4,4
5350576.65,3.839211513,0,12,38.4996,109117.7037,33.3,33.815,21.7895,94.0359,1,2.658495578,0,43.8683,60.7873,52.9859,4.4138,3957,1.077033956,0,2.0203,0,29.8436,11.3087,-1.033997371,0.502639526,2.180254865,1,4,5
5350576.66,3.876072469,0,8.3,34.8232,126209.7796,34.4,22.4523,7.8993,95.0352,1,2.693685608,0,38.9697,51.9089,47.0517,4.6876,8661,1.082232884,0,2.8215,0,31.3299,12.8843,-1.585701808,0.126284593,2.514889598,1,4,5
5350576.67,3.894479991,0,9.1,31.8728,126771.9806,34,13.1445,7.6965,96.1746,1,2.660907705,0,33.8628,54.7908,50.3838,3.6786,9071,1.105752412,0,2.2019,0,24.8754,11.5619,0.08907,0.0357,0.8508,3,4,4
5350576.68,3.851050546,0,11,39.3418,149094.6935,37.2,13.9185,9.3487,89.3286,1,2.728371777,0,37.6178,47.0589,47.9041,5.0413,5913,1.08619716,0,3.1826,0,30.633,12.7213,-1.32404071,-0.141115992,2.052866614,1,3,5
5350576.69,3.86171068,0,5.8,40.7514,128990.4398,34.8,21.9921,8.1988,96.3114,1,2.685922192,0,44.3153,52.2819,47.3852,5.4313,7591,1.06864022,0,2.971,0,34.7586,13.6234,-1.394288267,-0.054607665,2.268028418,1,3,5
5350576.7,3.8711338,0,8.2,44.6684,123549.5791,32.5,33.0354,12.3312,90.3284,1,2.71437785,0,50.389,50.443,47.1649,5.963,35020,1.04192648,0,2.5733,0,41.4559,15.6581,0.08907,0.0357,0.8508,3,4,4
5350576.71,3.909536939,0,7.8,46.9186,157814.4869,34.9,24.8965,6.3221,92.0303,1,2.723889089,0,49.6402,50.9292,47.3293,4.6007,32636,1.036998082,0,2.2983,0,41.9247,14.2038,0.08907,0.0357,0.8508,3,4,4
5350576.72,3.866860384,0,8.5,49.39,137970.0915,35.2,32.1904,18.5382,81.513,1,2.750229655,0,50.7424,52.214,49.2884,4.423,16947,1.043805627,0,2.6303,0,41.0708,15.0491,0.08907,0.0357,0.8508,3,4,4
5350585.02,3.794692512,0,8.6,23.6869,143338.8483,38.7,8.6225,7.2888,25.7869,1,2.948552936,1,50.4658,46.0331,52.5439,6.2485,7434,1.051520962,0,3.7613,0,36.57,14.0482,-1.033092089,-0.395647645,0.074790177,1,2,3
5350585.03,3.687321823,1,7.9,22.485,127491.619,44.6,4.7207,18.358,11.6462,0,2.944441465,1,45.6364,43.9554,51.6831,6.8744,5856,1.074288099,0,7.0122,0,29.6794,18.3467,-0.410820191,-0.460482103,-0.325713618,2,2,2
5350585.05,3.881370757,0,7.7,29.1295,157708.4274,39.8,5.1753,5.9315,10.0264,0,3.013186488,1,45.307,47.1591,56.8224,4.3857,8328,1.046293333,0,3.9809,0,28.4417,14.0211,-0.941854157,-0.719816968,-0.273064928,1,1,2
5350585.07,3.796626953,0,5.3,35.5999,173001.6698,42.8,7.537,8.9525,19.6439,0,2.904945484,1,52.6845,49.6052,53.822,4.4496,8537,1.039951177,0,7.7621,0,36.3123,16.5792,-0.869303885,-0.637072058,-0.119282863,1,2,2
5350585.08,3.858778283,0,5.9,36.306,235930.1245,46,5.8435,4.0702,12.9123,0,2.983019614,1,44.0693,48.4434,52.8421,3.4325,4244,1.048078981,0,7.1704,0,28.8373,13.0162,-0.943809339,-0.894233723,-0.208626701,1,1,2
5350585.09,3.826068346,0,8.8,27.7183,147793.7371,42.6,5.7908,10.8801,9.1111,0,2.925620253,1,44.6764,45.6141,54.3808,5.3967,6739,1.050490319,0,4.6969,0,26.369,14.6281,-0.426402558,-0.467266282,-0.360693997,2,2,2
5350585.1,3.883521766,0,4.4,20.6713,128472.9796,39.4,11.406,8.7087,14.3393,0,2.981020684,1,49.7926,42.573,55.4108,5.8288,5600,1.04964221,0,2.2443,0,31.1528,14.6164,-0.655878596,-0.522010613,0.114233169,2,2,3
5350586.01,3.863399052,0,5.8,34.5045,149423.1005,36.2,19.3711,5.75,59.0278,1,2.81326582,1,53.963,48.0736,49.5743,6.4133,19091,1.038707007,0,2.7631,0,40.5863,15.1173,0.08907,0.0357,0.8508,3,4,4
